status,year,league,player_id,player_name_ja,old_BF,new_BF,old_IP,new_IP,old_H,new_H,old_R,new_R,old_ER,new_ER,old_ERA,new_ERA,changed_cols,html_cells,csv_file
ok,1965,CL,01303825,石戸　四六,787,787,195.0,195.0,195,195,3,70,1,66,70.0,3.05,R|ER|ERA,1965|サンケイ|56|8|18||||4|1|3|.308|787|195|195||178|10|43|6|74|3|1|70|66|3.05,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,11313829,石岡　康三,233,233,53.0,53.0,53,53,1,29,0,28,29.0,4.75,R|ER|ERA,1965|サンケイ|27|0|4||||0|0|0|.000|233|53|53||59|6|18|1|39|1|0|29|28|4.75,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,91193829,緒方　勝,275,275,63.0,63.0,63,63,2,40,0,30,40.0,4.29,R|ER|ERA,1965|サンケイ|39|0|3||||0|0|0|.000|275|63|63||67|8|21|1|23|2|0|40|30|4.29,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,71773829,佐藤　進,964,964,237.0,237.0,237,237,0,79,1,69,79.0,2.62,R|ER|ERA,1965|サンケイ|53|13|17||||13|3|2|.433|964|237|237||207|17|61|6|83|0|1|79|69|2.62,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,31033825,渋谷　誠司,1071,1071,258.2,258 .2,258,258,6,110,0,101,110.0,3.51,IP|R|ER|ERA,1965|サンケイ|56|8|22||||4|1|0|.267|1071|258 .2|258|.2|239|21|98|3|128|6|0|110|101|3.51,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,91093825,鈴木　皖武,363,363,89.2,89 .2,89,89,1,40,1,35,40.0,3.5,IP|R|ER|ERA,1965|サンケイ|49|3|4||||0|0|0|.429|363|89 .2|89|.2|59|12|42|1|96|1|1|40|35|3.50,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,11013808,巽　一,646,646,154.2,154 .2,154,154,0,67,2,56,67.0,3.25,IP|R|ER|ERA,1965|サンケイ|43|4|7||||2|0|0|.364|646|154 .2|154|.2|152|15|47|4|78|0|2|67|56|3.25,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,61763820,谷口　勝範,3,3,0.1,0 .1,0,0,0,0,0,0,0.0,0.0,IP,1965|サンケイ|1|0|0||||0|0|0|.000|3|0 .1|0|.1|2|0|0|0|1|0|0|0|0|0.00,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,21023829,七森　由康,35,35,6.1,6 .1,6,6,0,10,0,8,10.0,12.0,IP|R|ER|ERA,1965|サンケイ|5|0|0||||0|0|0|.000|35|6 .1|6|.1|11|2|4|0|2|0|0|10|8|12.00,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,91293829,半沢　士郎,52,52,13.1,13 .1,13,13,0,1,0,1,1.0,0.69,IP|R|ER|ERA,1965|サンケイ|3|1|0||||1|0|0|1.000|52|13 .1|13|.1|7|0|6|2|12|0|0|1|1|0.69,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,31233820,細田　正彦,30,30,8.2,8 .2,8,8,0,1,0,1,1.0,1.0,IP|R|ER,1965|サンケイ|6|0|0||||0|0|0|.000|30|8 .2|8|.2|5|0|0|0|3|0|0|1|1|1.00,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,41443804,村田　元一,470,470,110.2,110 .2,110,110,0,50,0,48,50.0,3.89,IP|R|ER|ERA,1965|サンケイ|23|6|11||||5|0|0|.353|470|110 .2|110|.2|122|15|21|4|31|0|0|50|48|3.89,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,01203821,森滝　義巳,152,152,34.1,34 .1,34,34,1,21,0,19,21.0,5.03,IP|R|ER|ERA,1965|サンケイ|16|0|4||||0|0|0|.000|152|34 .1|34|.1|46|1|7|1|9|1|0|21|19|5.03,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,CL,21623829,渡辺　博文,124,124,29.1,29 .1,29,29,2,14,1,14,14.0,4.34,IP|R|ER|ERA,1965|サンケイ|19|1|1||||0|0|0|.500|124|29 .1|29|.1|34|3|9|0|11|2|1|14|14|4.34,_data\master_csv__rescrape_staging\pitching_1965_CL_from_master.csv
ok,1965,PL,91193802,秋本　祐作,317,317,79.2,79 .2,79,79,0,24,0,16,24.0,1.8,IP|R|ER|ERA,1965|阪　急|32|2|4||||1|0|0|.333|317|79 .2|79|.2|75|8|15|2|56|0|0|24|16|1.80,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,71173808,足立　光宏,684,684,171.0,171.0,171,171,0,59,0,52,59.0,2.74,R|ER|ERA,1965|阪　急|31|15|9||||10|4|2|.625|684|171|171||146|14|35|11|104|0|0|59|52|2.74,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,41143806,石井　茂雄,1215,1215,302.0,302.0,302,302,1,115,1,95,115.0,2.83,R|ER|ERA,1965|阪　急|51|21|17||||18|4|5|.553|1215|302|302||277|27|51|4|151|1|1|115|95|2.83,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,61563825,大石　弥太郎,28,28,5.0,5.0,5,5,0,11,0,11,11.0,19.8,R|ER|ERA,1965|阪　急|3|0|0||||0|0|0|.000|28|5|5||10|3|2|0|5|0|0|11|11|19.80,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,91793809,梶本　隆夫,747,747,177.1,177 .1,177,177,1,76,0,71,76.0,3.61,IP|R|ER|ERA,1965|阪　急|51|5|11||||2|1|0|.313|747|177 .1|177|.1|183|16|50|1|137|1|0|76|71|3.61,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51553829,金本　秀夫,62,62,14.0,14.0,14,14,0,9,0,8,9.0,5.14,R|ER|ERA,1965|阪　急|6|0|2||||0|0|0|.000|62|14|14||15|2|7|0|6|0|0|9|8|5.14,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51753823,佐藤　公博,495,495,118.0,118.0,118,118,1,57,0,49,57.0,3.74,R|ER|ERA,1965|阪　急|42|3|6||||2|1|1|.333|495|118|118||117|8|30|2|48|1|0|57|49|3.74,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51953825,佐々木　幸男,70,70,19.0,19.0,19,19,0,3,0,3,3.0,1.42,R|ER|ERA,1965|阪　急|5|1|0||||0|0|0|1.000|70|19|19||13|2|4|0|7|0|0|3|3|1.42,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51053829,戸田　善紀,7,7,1.0,1.0,1,1,0,4,0,4,4.0,36.0,R|ER|ERA,1965|阪　急|1|0|0||||0|0|0|.000|7|1|1||3|1|1|0|1|0|0|4|4|36.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,31033820,野呂瀬　義昭,62,62,12.2,12 .2,12,12,0,14,0,11,14.0,7.62,IP|R|ER|ERA,1965|阪　急|9|0|0||||0|0|0|.000|62|12 .2|12|.2|18|1|3|0|9|0|0|14|11|7.62,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,91093820,浜崎　正人,19,19,3.2,3 .2,3,3,0,4,0,4,4.0,9.0,IP|R|ER|ERA,1965|阪　急|3|0|0||||0|0|0|.000|19|3 .2|3|.2|7|1|2|0|3|0|0|4|4|9.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,01803809,弘瀬　昌彦,61,61,14.0,14.0,14,14,0,8,0,8,8.0,5.14,R|ER|ERA,1965|阪　急|10|0|0||||0|0|0|.000|61|14|14||17|2|3|1|5|0|0|8|8|5.14,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,71473829,松本　照夫,197,197,43.0,43.0,43,43,1,29,0,20,29.0,4.19,R|ER|ERA,1965|阪　急|18|0|4||||0|0|0|.000|197|43|43||52|7|17|4|23|1|0|29|20|4.19,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51253806,三平　晴樹,106,106,22.0,22.0,22,22,1,24,0,22,24.0,9.0,R|ER|ERA,1965|阪　急|13|0|1||||0|0|0|.000|106|22|22||34|8|11|0|24|1|0|24|22|9.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,83183802,米田　哲也,1151,1151,276.0,276.0,276,276,1,112,1,92,112.0,3.0,R|ER|ERA,1965|阪　急|50|20|17||||13|5|1|.541|1151|276|276||280|22|68|6|139|1|1|112|92|3.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,11713829,合田　栄蔵,173,173,44.0,44.0,44,44,0,16,0,13,16.0,2.66,R|ER|ERA,1965|南　海|15|2|2||||1|0|0|.500|173|44|44||40|6|9|2|16|0|0|16|13|2.66,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,01703806,杉浦　忠,429,429,111.1,111 .1,111,111,0,27,0,27,27.0,2.19,IP|R|ER|ERA,1965|南　海|36|8|1||||3|0|0|.889|429|111 .1|111|.1|85|10|16|2|82|0|0|27|27|2.19,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,91793821,Ｊ．スタンカ,723,723,172.2,172 .2,172,172,0,69,1,63,69.0,3.28,IP|R|ER|ERA,1965|南　海|34|14|12||||4|2|0|.538|723|172 .2|172|.2|172|19|57|4|76|0|1|69|63|3.28,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,61963823,高橋　栄一郎,352,352,85.2,85 .2,85,85,2,45,0,39,45.0,4.08,IP|R|ER|ERA,1965|南　海|33|1|3||||0|0|0|.250|352|85 .2|85|.2|75|13|25|0|39|2|0|45|39|4.08,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,31233823,西村　省三,48,48,10.0,10.0,10,10,0,11,0,10,11.0,9.0,R|ER|ERA,1965|南　海|3|0|1||||0|0|0|.000|48|10|10||13|3|3|2|4|0|0|11|10|9.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,61463825,新山　彰忠,372,372,94.0,94.0,94,94,1,33,0,30,33.0,2.87,R|ER|ERA,1965|南　海|39|11|4||||0|0|0|.733|372|94|94||79|6|20|3|69|1|0|33|30|2.87,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,31033827,林　俊彦,760,760,192.0,192.0,192,192,0,57,0,48,57.0,2.25,R|ER|ERA,1965|南　海|33|17|3||||8|4|1|.850|760|192|192||136|20|58|4|152|0|0|57|48|2.25,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,63163809,皆川　睦男,651,651,163.2,163 .2,163,163,0,58,0,48,58.0,2.63,IP|R|ER|ERA,1965|南　海|40|14|10||||4|2|1|.583|651|163 .2|163|.2|140|12|35|6|89|0|0|58|48|2.63,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,71473804,三浦　清弘,702,702,178.1,178 .1,178,178,2,34,0,31,34.0,1.57,IP|R|ER|ERA,1965|南　海|41|11|3||||3|0|1|.786|702|178 .1|178|.1|128|13|44|3|84|2|0|34|31|1.57,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,21223821,森中　千香良,519,519,125.2,125 .2,125,125,2,68,0,58,68.0,4.14,IP|R|ER|ERA,1965|南　海|38|6|6||||3|1|1|.500|519|125 .2|125|.2|111|18|42|2|94|2|0|68|58|4.14,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,41443820,渡辺　泰輔,372,372,89.1,89 .1,89,89,4,31,0,27,31.0,2.73,IP|R|ER|ERA,1965|南　海|25|4|4||||1|0|0|.500|372|89 .1|89|.1|73|8|39|1|80|4|0|31|27|2.73,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51153825,安部　和春,378,378,90.0,90.0,90,90,2,41,0,36,41.0,3.6,R|ER|ERA,1965|西　鉄|40|4|6||||0|0|0|.400|378|90|90||92|11|21|1|27|2|0|41|36|3.60,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,71373802,稲尾　和久,869,869,216.0,216.0,216,216,0,71,0,57,71.0,2.38,R|ER|ERA,1965|西　鉄|38|13|6||||13|2|1|.684|869|216|216||191|16|50|4|101|0|0|71|57|2.38,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,01103821,井上　善夫,702,702,168.2,168 .2,168,168,0,72,0,66,72.0,3.51,IP|R|ER|ERA,1965|西　鉄|41|11|15||||5|2|1|.423|702|168 .2|168|.2|158|19|50|0|75|0|0|72|66|3.51,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,61163820,池永　正明,980,980,253.2,253 .2,253,253,2,76,1,64,76.0,2.27,IP|R|ER|ERA,1965|西　鉄|47|20|10||||14|3|0|.667|980|253 .2|253|.2|174|12|59|5|156|2|1|76|64|2.27,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,91393820,尾崎　正司,160,160,39.0,39.0,39,39,0,22,0,21,22.0,4.85,R|ER|ERA,1965|西　鉄|17|0|1||||0|0|0|.000|160|39|39||40|6|8|0|22|0|0|22|21|4.85,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51953829,清　俊彦,224,224,55.2,55 .2,55,55,1,29,0,25,29.0,4.02,IP|R|ER|ERA,1965|西　鉄|22|2|2||||0|0|0|.500|224|55 .2|55|.2|51|6|10|2|29|1|0|29|25|4.02,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,71973823,田中　勉,880,880,216.0,216.0,216,216,3,85,0,77,85.0,3.21,R|ER|ERA,1965|西　鉄|38|11|17||||11|2|1|.393|880|216|216||172|20|84|5|194|3|0|85|77|3.21,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,83183825,与田　順欣,377,377,94.2,94 .2,94,94,2,35,1,31,35.0,2.94,IP|R|ER|ERA,1965|西　鉄|32|3|2||||2|1|0|.600|377|94 .2|94|.2|79|8|31|0|53|2|1|35|31|2.94,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,43743800,若生　忠男,490,490,122.0,122.0,122,122,2,45,0,41,45.0,3.02,R|ER|ERA,1965|西　鉄|43|8|5||||3|0|1|.615|490|122|122||90|12|35|6|100|2|0|45|41|3.02,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,71373825,石川　陽造,205,205,48.2,48 .2,48,48,0,19,0,18,19.0,3.31,IP|R|ER|ERA,1965|東　映|15|3|3||||1|1|0|.500|205|48 .2|48|.2|48|3|12|1|14|0|0|19|18|3.31,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,21523825,尾崎　行雄,1444,1444,378.0,378.0,378,378,1,91,0,79,91.0,1.88,R|ER|ERA,1965|東　映|61|27|12||||26|6|5|.692|1444|378|378||261|23|63|11|259|1|0|91|79|1.88,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,01903800,久保田　治,191,191,44.1,44 .1,44,44,1,29,0,20,29.0,4.09,IP|R|ER|ERA,1965|東　映|15|3|5||||1|0|0|.375|191|44 .1|44|.1|50|5|9|1|16|1|0|29|20|4.09,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,31733821,嵯峨　健四郎,283,283,65.0,65.0,65,65,1,38,0,32,38.0,4.43,R|ER|ERA,1965|東　映|23|2|8||||0|0|0|.200|283|65|65||66|6|27|0|23|1|0|38|32|4.43,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,91593827,柴田　晃,30,30,7.0,7.0,7,7,0,4,0,3,4.0,3.86,R|ER|ERA,1965|東　映|3|0|0||||0|0|0|.000|30|7|7||7|1|2|0|2|0|0|4|3|3.86,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,11713827,田中　調,880,880,218.0,218.0,218,218,2,89,0,74,89.0,3.06,R|ER|ERA,1965|東　映|49|17|14||||9|1|1|.548|880|218|218||173|22|59|5|158|2|0|89|74|3.06,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,71273802,富永　格郎,35,35,8.0,8.0,8,8,0,5,0,5,5.0,5.63,R|ER|ERA,1965|東　映|4|0|0||||0|0|0|.000|35|8|8||8|1|3|1|2|0|0|5|5|5.63,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,71473825,土橋　正幸,551,551,129.0,129.0,129,129,1,68,0,59,68.0,4.12,R|ER|ERA,1965|東　映|24|4|10||||3|0|0|.286|551|129|129||148|9|20|2|67|1|0|68|59|4.12,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,01003829,永易　将之,542,542,140.1,140 .1,140,140,1,39,1,30,39.0,1.93,IP|R|ER|ERA,1965|東　映|40|10|3||||4|2|1|.769|542|140 .1|140|.1|100|9|31|4|78|1|1|39|30|1.93,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51253820,松谷　栄司,51,51,13.0,13.0,13,13,0,2,0,2,2.0,1.38,R|ER|ERA,1965|東　映|2|1|0||||1|0|0|1.000|51|13|13||10|0|4|0|3|0|0|2|2|1.38,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,13113825,宮崎　昭二,120,120,28.1,28 .1,28,28,0,11,0,11,11.0,3.54,IP|R|ER|ERA,1965|東　映|9|0|1||||0|0|0|.000|120|28 .1|28|.1|31|3|12|1|10|0|0|11|11|3.54,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,13513809,山本　義司,457,457,114.0,114.0,114,114,0,38,0,32,38.0,2.53,R|ER|ERA,1965|東　映|49|6|4||||3|0|1|.600|457|114|114||97|8|25|2|58|0|0|38|32|2.53,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51653823,山崎　正之,190,190,43.2,43 .2,43,43,0,21,0,19,21.0,3.89,IP|R|ER|ERA,1965|東　映|15|3|1||||1|0|0|.750|190|43 .2|43|.2|43|4|14|2|24|0|0|21|19|3.89,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,11413820,山崎　武昭,26,26,5.0,5.0,5,5,0,5,0,5,5.0,9.0,R|ER|ERA,1965|東　映|2|0|0||||0|0|0|.000|26|5|5||8|0|3|0|4|0|0|5|5|9.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,33333825,吉田　定敬,76,76,15.2,15 .2,15,15,0,15,0,14,15.0,7.88,IP|R|ER|ERA,1965|東　映|8|0|0||||0|0|0|.000|76|15 .2|15|.2|25|3|5|3|6|0|0|15|14|7.88,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,91193823,井上　勝巳,17,17,3.0,3.0,3,3,0,1,0,0,1.0,0.0,R|ERA,1965|近　鉄|3|0|0||||0|0|0|.000|17|3|3||4|0|4|0|3|0|0|1|0|0.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,81183825,伊藤　幸男,387,387,93.1,93 .1,93,93,1,42,0,33,42.0,3.19,IP|R|ER|ERA,1965|近　鉄|29|2|4||||2|0|0|.333|387|93 .1|93|.1|85|9|29|2|34|1|0|42|33|3.19,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,91393806,長田　裕之,141,141,35.2,35 .2,35,35,1,20,0,17,20.0,4.25,IP|R|ER|ERA,1965|近　鉄|26|1|3||||0|0|0|.250|141|35 .2|35|.2|33|4|9|3|16|1|0|20|17|4.25,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,01303823,大崎　隆雄,8,8,1.0,1.0,1,1,0,4,0,3,4.0,27.0,R|ER|ERA,1965|近　鉄|1|0|0||||0|0|0|.000|8|1|1||4|0|1|0|0|0|0|4|3|27.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,31533820,川内　八州男,42,42,9.1,9 .1,9,9,0,5,0,3,5.0,3.0,IP|R|ER|ERA,1965|近　鉄|6|0|0||||0|0|0|.000|42|9 .1|9|.1|10|1|6|0|4|0|0|5|3|3.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51553820,木原　義隆,607,607,148.2,148 .2,148,148,3,64,0,61,64.0,3.68,IP|R|ER|ERA,1965|近　鉄|34|8|12||||4|0|1|.400|607|148 .2|148|.2|132|17|38|2|80|3|0|64|61|3.68,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,41743802,黒田　勉,19,19,4.1,4 .1,4,4,0,1,0,1,1.0,2.25,IP|R|ER|ERA,1965|近　鉄|2|0|0||||0|0|0|.000|19|4 .1|4|.1|5|0|2|0|3|0|0|1|1|2.25,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,81383821,久保　征弘,623,623,143.0,143.0,143,143,2,79,0,64,79.0,4.03,R|ER|ERA,1965|近　鉄|34|3|16||||5|1|1|.158|623|143|143||175|12|34|0|38|2|0|79|64|4.03,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,31933825,佐々木　宏一郎,624,624,149.1,149 .1,149,149,0,72,0,64,72.0,3.87,IP|R|ER|ERA,1965|近　鉄|38|7|20||||5|2|0|.259|624|149 .1|149|.1|148|14|35|5|119|0|0|72|64|3.87,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,31733827,田辺　修,643,643,159.1,159 .1,159,159,2,62,0,54,62.0,3.06,IP|R|ER|ERA,1965|近　鉄|39|5|9||||4|2|1|.357|643|159 .1|159|.1|125|17|63|1|66|2|0|62|54|3.06,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,01003823,Ｒ．ディサ,59,59,12.2,12 .2,12,12,0,9,0,8,9.0,5.54,IP|R|ER|ERA,1965|近　鉄|7|0|1||||0|0|0|.000|59|12 .2|12|.2|11|3|10|0|6|0|0|9|8|5.54,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,61063823,徳久　利明,848,848,207.0,207.0,207,207,0,85,1,68,85.0,2.96,R|ER|ERA,1965|近　鉄|43|10|16||||10|2|0|.385|848|207|207||175|21|61|2|85|0|1|85|68|2.96,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,01003821,板東　里視,286,286,69.2,69 .2,69,69,0,33,0,32,33.0,4.11,IP|R|ER|ERA,1965|近　鉄|27|0|4||||0|0|0|.000|286|69 .2|69|.2|67|11|22|2|24|0|0|33|32|4.11,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,71073820,橋本　孝志,55,55,12.1,12 .1,12,12,0,9,0,6,9.0,4.5,IP|R|ER|ERA,1965|近　鉄|8|0|0||||0|0|0|.000|55|12 .1|12|.1|14|3|6|0|6|0|0|9|6|4.50,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,71273808,福原　勝,107,107,24.2,24 .2,24,24,0,17,0,15,17.0,5.4,IP|R|ER|ERA,1965|近　鉄|11|1|0||||1|1|0|1.000|107|24 .2|24|.2|29|2|6|1|7|0|0|17|15|5.40,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,91893802,牧野　伸,337,337,80.1,80 .1,80,80,0,30,0,28,30.0,3.15,IP|R|ER|ERA,1965|近　鉄|21|5|2||||2|0|0|.714|337|80 .1|80|.1|80|7|25|3|11|0|0|30|28|3.15,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,63163825,山本　重政,324,324,76.1,76 .1,76,76,1,41,0,36,41.0,4.26,IP|R|ER|ERA,1965|近　鉄|24|4|5||||2|2|0|.444|324|76 .1|76|.1|73|4|33|3|50|1|0|41|36|4.26,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,31933807,小山　正明,1303,1303,322.1,322 .1,322,322,3,102,0,84,102.0,2.35,IP|R|ER|ERA,1965|東　京|50|20|20||||22|4|3|.500|1303|322 .1|322|.1|270|30|81|9|171|3|0|102|84|2.35,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,31933808,坂井　勝二,898,898,225.1,225 .1,225,225,1,86,0,76,86.0,3.04,IP|R|ER|ERA,1965|東　京|43|10|16||||10|3|4|.385|898|225 .1|225|.1|199|27|47|12|139|1|0|86|76|3.04,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,41743829,迫田　七郎,620,620,149.2,149 .2,149,149,1,55,0,48,55.0,2.88,IP|R|ER|ERA,1965|東　京|46|6|7||||4|2|0|.462|620|149 .2|149|.2|133|13|53|3|69|1|0|55|48|2.88,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,21223825,辻野　欽也,192,192,44.2,44 .2,44,44,3,28,0,26,28.0,5.2,IP|R|ER|ERA,1965|東　京|21|2|3||||0|0|0|.400|192|44 .2|44|.2|51|5|15|1|24|3|0|28|26|5.20,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,61263825,妻島　芳郎,784,784,194.0,194.0,194,194,0,61,0,52,61.0,2.41,R|ER|ERA,1965|東　京|57|10|9||||5|3|2|.526|784|194|194||184|15|40|1|94|0|0|61|52|2.41,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,01203802,中西　勝己,47,47,9.2,9 .2,9,9,1,6,0,5,6.0,4.5,IP|R|ER|ERA,1965|東　京|7|0|1||||0|0|0|.000|47|9 .2|9|.2|14|1|4|0|6|1|0|6|5|4.50,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,41943820,成田　文男,11,11,2.0,2.0,2,2,0,2,0,2,2.0,9.0,R|ER|ERA,1965|東　京|1|0|0||||0|0|0|.000|11|2|2||4|0|0|1|2|0|0|2|2|9.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,81483825,西　三雄,389,389,92.1,92 .1,92,92,1,38,1,34,38.0,3.33,IP|R|ER|ERA,1965|東　京|38|4|3||||1|0|0|.571|389|92 .1|92|.1|91|8|28|1|57|1|1|38|34|3.33,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,11213821,堀本　律雄,62,62,15.0,15.0,15,15,0,5,0,5,5.0,3.0,R|ER|ERA,1965|東　京|7|0|0||||0|0|0|.000|62|15|15||14|2|5|1|10|0|0|5|5|3.00,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
ok,1965,PL,51453823,牧　勝彦,691,691,166.2,166 .2,166,166,0,74,1,61,74.0,3.29,IP|R|ER|ERA,1965|東　京|42|9|13||||4|1|0|.409|691|166 .2|166|.2|147|24|54|1|92|0|1|74|61|3.29,_data\master_csv__rescrape_staging\pitching_1965_PL_from_master.csv
