npb_player_id,name_ja,team,position
11013827,早瀬　方禧,広島東洋カープ,外野手
11013828,藤原　真,北海道日本ハムファイターズ,
11013829,千原　陽三郎,中日ドラゴンズ,
11013841,長井　繁夫,東京ヤクルトスワローズ,外野手
11013842,村上　悦雄,南海ホークス,
11013843,問矢　福雄,広島東洋カープ,外野手
11013844,望月　卓也,千葉ロッテマリーンズ,
11013845,成重　春生,読売ジャイアンツ,
11013846,山倉　和博,読売ジャイアンツ,外野手
11013847,真弓　明信,阪神タイガース,外野手
11013848,吉田　博之,阪神タイガース,外野手
11013849,待井　昇,埼玉西武ライオンズ,外野手
11013860,鍋屋　道桜,広島東洋カープ,
11013861,藤原　仁,北海道日本ハムファイターズ,
11013862,西川　佳明,阪神タイガース,
11013863,V.ハリス,近鉄バファローズ,外野手
11013864,福地　経人,大阪近鉄バファローズ,
11013865,光井　正和,近鉄バファローズ,外野手
11013866,山中　賢次,東京ヤクルトスワローズ,外野手
11013867,中条　善伸,南海ホークス,
11013869,中村　稔,北海道日本ハムファイターズ,外野手
11013874,西沢　道夫,中日ドラゴンズ,外野手
11013880,丸尾　英司,大阪近鉄バファローズ,
11013881,鈴木　望,北海道日本ハムファイターズ,外野手
11013882,平下　晃司,千葉ロッテマリーンズ,外野手
11013883,吉井　英昭,千葉ロッテマリーンズ,
11013884,濱中　治,東京ヤクルトスワローズ,外野手
11013886,寺村　友和,大阪近鉄バファローズ,
11013887,成本　年秀,東京ヤクルトスワローズ,
11013888,福本　誠,横浜ベイスターズ,外野手
11013889,的山　哲也,福岡ソフトバンクホークス,外野手
11013892,一言　多十,阪急ブレーブス,
11013895,安居　玉一,千葉ロッテマリーンズ,外野手
11013896,渡辺　一衛,千葉ロッテマリーンズ,外野手
11015110,手嶌　智,千葉ロッテマリーンズ,外野手
11015112,高宮　和也,阪神タイガース,外野手
11015115,辻　俊哉,オリックス・バファローズ,外野手
11015116,田中　健二朗,横浜DeNAベイスターズ,外野手
11015117,塩屋　大輔,オリックス・バファローズ,
11015119,成瀬　善久,オリックス・バファローズ,外野手
11015130,瀬川　隼郎,北海道日本ハムファイターズ,外野手
11015132,関谷　亮太,千葉ロッテマリーンズ,外野手
11015133,塩見　貴洋,東北楽天ゴールデンイーグルス,外野手
11015137,戸田　亮,オリックス・バファローズ,外野手
11015139,東明　大貴,オリックス・バファローズ,外野手
11015155,代木　大和,読売ジャイアンツ,外野手
1103800,新井　茂,千葉ロッテマリーンズ,外野手
1103801,荒巻　淳,阪急ブレーブス,
1103802,秋山　登,大洋ホエールズ,
1103803,飯尾　為男,阪神タイガース,
1103804,伊香　輝男,近鉄バファローズ,外野手
1103805,稲垣　定雄,千葉ロッテマリーンズ,
1103806,井石　広一,広島東洋カープ,外野手
1103808,麻生　実男,東京ヤクルトスワローズ,外野手
1103809,飯山　平一,千葉ロッテマリーンズ,外野手
1103820,井上　修,オリックス・バファローズ,外野手
1103821,井上　善夫,広島東洋カープ,
1103822,大塚　弥寿男,千葉ロッテマリーンズ,外野手
1103823,伊藤　勲,福岡ソフトバンクホークス,外野手
1103824,荒武　康博,埼玉西武ライオンズ,外野手
1103825,安藤　元博,読売ジャイアンツ,
1103826,五十嵐　英夫,大阪近鉄バファローズ,
1103827,G.ウイルソン,埼玉西武ライオンズ,外野手
1103828,井上　幸信,横浜DeNAベイスターズ,外野手
1103829,新井　彰,千葉ロッテマリーンズ,外野手
1103840,神垣　雅行,中日ドラゴンズ,外野手
1103841,池島　和彦,阪神タイガース,
1103842,W.ウイリアムス,北海道日本ハムファイターズ,外野手
1103843,淡口　憲治,近鉄バファローズ,外野手
1103844,大宮　龍男,埼玉西武ライオンズ,外野手
1103845,上田　容三,千葉ロッテマリーンズ,
1103846,石井　昭男,中日ドラゴンズ,外野手
1103847,井上　圭一,千葉ロッテマリーンズ,
1103848,大河原　栄,中日ドラゴンズ,外野手
1103849,池谷　公二郎,広島東洋カープ,
1103860,井上　真二,読売ジャイアンツ,外野手
1103861,牛島　和彦,千葉ロッテマリーンズ,
1103862,伊藤　史生,千葉ロッテマリーンズ,外野手
1103863,井上　祐二,千葉ロッテマリーンズ,
1103864,猪俣　隆,阪神タイガース,
1103865,今井　譲二,広島東洋カープ,外野手
1103866,高島　覚,福岡ソフトバンクホークス,
1103867,井上　卓也,広島東洋カープ,
1103868,中嶋　治彦,中日ドラゴンズ,
1103869,有沢　賢持,東京ヤクルトスワローズ,
1103872,浅原　直人,北海道日本ハムファイターズ,外野手
1103878,井筒　研一,松竹ロビンス,投手
1103881,有倉　雅史,阪神タイガース,
1103882,石井　弘寿,東京ヤクルトスワローズ,
1103883,元木　大介,読売ジャイアンツ,外野手
1103884,礒部　公一,東北楽天ゴールデンイーグルス,外野手
1103885,井手元　健一朗,埼玉西武ライオンズ,
1103886,井川　慶,オリックス・バファローズ,
1103888,新井　貴浩,広島東洋カープ,外野手
1103889,宇佐美　康広,東京ヤクルトスワローズ,外野手
1103892,今西　錬太郎,東映フライヤーズ,
1103894,池田　善蔵,阪急ブレーブス,
1103898,内尾　勇,オリックス・バファローズ,外野手
1105110,市川　卓,北海道日本ハムファイターズ,外野手
1105111,岩隈　久志,東北楽天ゴールデンイーグルス,
1105112,新井　良太,阪神タイガース,外野手
1105113,東　和政,埼玉西武ライオンズ,
1105115,天谷　宗一郎,広島東洋カープ,外野手
1105117,飯田　龍一郎,横浜DeNAベイスターズ,外野手
1105118,井坂　亮平,東北楽天ゴールデンイーグルス,外野手
1105119,稲田　直人,東北楽天ゴールデンイーグルス,外野手
1105130,飯塚　悟史,横浜DeNAベイスターズ,外野手
1105131,荒木　貴裕,東京ヤクルトスワローズ,外野手
1105132,赤間　謙,横浜DeNAベイスターズ,外野手
1105133,荒波　翔,横浜DeNAベイスターズ,外野手
1105136,石井　将希,阪神タイガース,外野手
1105137,飯田　優也,オリックス・バファローズ,外野手
11213800,重村　武男,近鉄パールス,
11213801,河上　道雄,千葉ロッテマリーンズ,外野手
11213802,土居　章助,千葉ロッテマリーンズ,外野手
11213804,日野　美澄,中日ドラゴンズ,外野手
11213805,中田　庄治郎,近鉄バファローズ,外野手
11213806,牧田　政彦,中日ドラゴンズ,
11213807,戸口　天従,オリックス・バファローズ,外野手
11213808,橋本　勝麿,横浜DeNAベイスターズ,外野手
11213809,田中　淳二,千葉ロッテマリーンズ,外野手
11213820,Ｐ．ホイタック,中日ドラゴンズ,
11213821,堀本　律雄,東京オリオンズ,
11213822,山元　二三男,広島東洋カープ,外野手
11213823,中峰　清二,埼玉西武ライオンズ,外野手
11213824,松岡　功祐,横浜DeNAベイスターズ,外野手
11213825,高岡　重樹,広島東洋カープ,外野手
11213826,米田　慶三郎,横浜ベイスターズ,外野手
11213827,梁川　郁雄,広島東洋カープ,外野手
11213828,安木　祥二,中日ドラゴンズ,
11213829,Ｐ．バーンサイド,阪神タイガース,
11213841,半田　実,大阪近鉄バファローズ,
11213843,日高　晶彦,北海道日本ハムファイターズ,
11213845,前田　三郎,広島東洋カープ,外野手
11213847,J.ラフィーバー,千葉ロッテマリーンズ,外野手
11213849,Ｔ．レイ,北海道日本ハムファイターズ,
11213860,日野　善朗,横浜ベイスターズ,外野手
11213861,山川　猛,阪神タイガース,外野手
11213862,古川　慎一,千葉ロッテマリーンズ,外野手
11213863,堀井　幹夫,千葉ロッテマリーンズ,
11213864,八木　裕,阪神タイガース,外野手
11213865,山口　忠良,大洋ホエールズ,
11213866,近田　豊年,南海ホークス,
11213867,畠山　準,横浜ベイスターズ,
11213869,藤王　康晴,北海道日本ハムファイターズ,外野手
11213880,横山　竜士,広島東洋カープ,
11213881,西　俊児,北海道日本ハムファイターズ,外野手
11213883,小牧　雄一,北海道日本ハムファイターズ,外野手
11213884,三澤　興一,東京ヤクルトスワローズ,
11213886,林　昌樹,広島東洋カープ,
11213887,前田　勝宏,埼玉西武ライオンズ,
11213888,松　修康,福岡ソフトバンクホークス,
11213889,吉武　真太郎,読売ジャイアンツ,
11215110,橋本　健太郎,千葉ロッテマリーンズ,外野手
11215111,松田　匡司,近鉄バファローズ,外野手
11215112,中谷　翼,広島東洋カープ,外野手
11215113,野田　浩輔,埼玉西武ライオンズ,外野手
11215115,野中　信吾,オリックス・バファローズ,外野手
11215119,馬原　孝浩,オリックス・バファローズ,
11215131,平井　諒,東京ヤクルトスワローズ,外野手
11215133,弦本　悠希,広島東洋カープ,外野手
11215135,塚田　正義,福岡ソフトバンクホークス,外野手
11215137,北條　史也,阪神タイガース,外野手
11215138,直江　大輔,読売ジャイアンツ,外野手
11215153,佐野　如一,オリックス・バファローズ,外野手
11313800,石田　泰三,中日ドラゴンズ,外野手
11313801,伊藤　利夫,オリックス・バファローズ,外野手
11313802,伊藤　光四郎,埼玉西武ライオンズ,外野手
11313803,兼吉　寛,読売ジャイアンツ,
11313804,浦田　直治,埼玉西武ライオンズ,外野手
11313805,Ｍ．オニール,西鉄ライオンズ,
11313806,稲垣　忠美,千葉ロッテマリーンズ,
11313807,伊奈　努,阪神タイガース,
11313808,今井　康夫,北海道日本ハムファイターズ,外野手
11313809,岩下　守道,近鉄バファローズ,外野手
11313820,岩木　康郎,近鉄バファローズ,外野手
11313821,大野　守,近鉄バファローズ,外野手
11313822,木樽　正明,千葉ロッテマリーンズ,
11313823,植野　浩史,横浜DeNAベイスターズ,外野手
11313824,伊藤　久敏,埼玉西武ライオンズ,
11313825,池沢　義行,読売ジャイアンツ,外野手
11313826,内田　圭一,読売ジャイアンツ,外野手
11313827,岡本　凱孝,埼玉西武ライオンズ,外野手
11313828,植木　一智,阪神タイガース,
11313829,石岡　康三,東京ヤクルトスワローズ,
11313840,シェーン,広島東洋カープ,外野手
11313841,内田　順三,広島東洋カープ,外野手
11313842,上水流　洋,東京ヤクルトスワローズ,
11313843,市原　明,千葉ロッテマリーンズ,外野手
11313844,A.ギャレット,広島東洋カープ,外野手
11313845,岡　義朗,阪神タイガース,外野手
11313846,小鷹　卓也,千葉ロッテマリーンズ,
11313847,江田　幸一,北海道日本ハムファイターズ,
11313848,加倉　一馬,阪神タイガース,外野手
11313849,今西　和男,阪神タイガース,外野手
11313860,大久保　博元,読売ジャイアンツ,外野手
11313861,大町　定生,阪神タイガース,
11313862,岡本　哲司,北海道日本ハムファイターズ,外野手
11313863,石本　貴昭,大阪近鉄バファローズ,
11313864,大野　雄次,東京ヤクルトスワローズ,外野手
11313865,小沢　誠,埼玉西武ライオンズ,外野手
11313866,野田　浩司,オリックス・バファローズ,
11313867,Ｒ．オルセン,阪神タイガース,
11313869,小田　真也,埼玉西武ライオンズ,
11313876,小田野　柏,千葉ロッテマリーンズ,外野手
11313880,嘉㔟　敏弘,オリックス・バファローズ,
11313881,入来　智,東京ヤクルトスワローズ,
11313882,大野　倫,福岡ソフトバンクホークス,外野手
11313883,小島　弘務,千葉ロッテマリーンズ,
11313884,岩村　明憲,東京ヤクルトスワローズ,外野手
11313885,有働　克也,中日ドラゴンズ,
11313887,小倉　恒,東北楽天ゴールデンイーグルス,
11313888,上原　浩治,読売ジャイアンツ,
11313889,大村　直之,オリックス・バファローズ,外野手
11313894,緒方　俊明,東映フライヤーズ,
11313896,片山　博,広島東洋カープ,
11313897,近藤　貞雄,中日ドラゴンズ,
11313898,荻島　秀夫,東京ヤクルトスワローズ,外野手
11313899,坂井　豊司,広島東洋カープ,外野手
11315110,江川　智晃,福岡ソフトバンクホークス,外野手
11315111,岡本　浩二,阪神タイガース,
11315112,今井　啓介,広島東洋カープ,外野手
11315114,岩﨑　哲也,埼玉西武ライオンズ,外野手
11315116,伊藤　義弘,千葉ロッテマリーンズ,外野手
11315117,伊代野　貴照,阪神タイガース,
11315118,伊原　正樹,オリックス・バファローズ,外野手
11315131,伊東　昂大,広島東洋カープ,外野手
11315132,綾部　翔,横浜DeNAベイスターズ,外野手
11315134,今井　順之助,北海道日本ハムファイターズ,外野手
11315136,伊藤　翔,埼玉西武ライオンズ,外野手
11315138,漆原　大晟,阪神タイガース,外野手
11315139,井上　晴哉,千葉ロッテマリーンズ,外野手
11413800,田中　一郎,オリックス・バファローズ,外野手
11413801,黒木　宗行,広島東洋カープ,外野手
11413802,西岡　清吉,東京ヤクルトスワローズ,外野手
11413804,本田　正浩,横浜DeNAベイスターズ,外野手
11413805,樋口　貞一,千葉ロッテマリーンズ,外野手
11413806,山田　幸造,読売ジャイアンツ,
11413807,西脇　光二,千葉ロッテマリーンズ,外野手
11413808,水谷　寿伸,中日ドラゴンズ,
11413809,玉木　春雄,埼玉西武ライオンズ,外野手
11413820,山崎　武昭,千葉ロッテマリーンズ,
11413821,吉田　孝,埼玉西武ライオンズ,外野手
11413823,福浦　健次,西鉄ライオンズ,
11413824,山下　司,北海道日本ハムファイターズ,外野手
11413825,寺本　勇,千葉ロッテマリーンズ,外野手
11413827,渡辺　政好,横浜DeNAベイスターズ,
11413829,堀田　明,読売ジャイアンツ,外野手
11413841,前田　康介,埼玉西武ライオンズ,
11413843,八重樫　幸雄,東京ヤクルトスワローズ,外野手
11413845,山本　和行,阪神タイガース,
11413860,別府　修作,オリックス・バファローズ,外野手
11413862,山口　裕二,福岡ソフトバンクホークス,外野手
11413863,山中　潔,千葉ロッテマリーンズ,外野手
11413866,金沢　信彦,近鉄バファローズ,外野手
11413867,マイク,近鉄バファローズ,外野手
11413868,本原　正治,広島東洋カープ,
11413869,山本　幸二,読売ジャイアンツ,外野手
11413874,皆川　定之,北海道日本ハムファイターズ,外野手
11413880,Ｄ．パウエル,大阪近鉄バファローズ,
11413881,林　博康,千葉ロッテマリーンズ,外野手
11413882,T.ペレス,広島東洋カープ,外野手
11413883,江口　孝義,福岡ソフトバンクホークス,
11413884,山田　貴志,中日ドラゴンズ,
11413885,樋口　一紀,千葉ロッテマリーンズ,外野手
11413886,真木　将樹,大阪近鉄バファローズ,
11413887,山原　和敏,北海道日本ハムファイターズ,
11413888,矢野　英司,東北楽天ゴールデンイーグルス,
11413889,Ｋ．アボット,大阪近鉄バファローズ,
11415110,MICHEAL,埼玉西武ライオンズ,外野手
11415111,山北　茂利,横浜DeNAベイスターズ,
11415112,深田　拓也,読売ジャイアンツ,外野手
11415113,三浦　貴,埼玉西武ライオンズ,
11415114,西川　明,中日ドラゴンズ,外野手
11415115,福川　将和,東京ヤクルトスワローズ,外野手
11415117,中村　泰広,阪神タイガース,
11415118,野原　祐也,阪神タイガース,外野手
11415130,中島　彰吾,東京ヤクルトスワローズ,外野手
11415133,深江　真登,オリックス・バファローズ,外野手
11415135,永江　恭平,埼玉西武ライオンズ,外野手
11415137,美間　優槻,福岡ソフトバンクホークス,外野手
11415138,野村　大樹,福岡ソフトバンクホークス,外野手
11415139,萬谷　康平,横浜DeNAベイスターズ,外野手
11415153,田上　奏大,福岡ソフトバンクホークス,外野手
11513800,大庭　宏,高橋ユニオンズ,
11513801,今久留主　功,近鉄バファローズ,外野手
11513802,小野　正一,中日ドラゴンズ,
11513803,後藤　順治郎,埼玉西武ライオンズ,外野手
11513804,河原　主尚,阪神タイガース,外野手
11513805,岡本　健治,西鉄ライオンズ,
11513806,桑原　庄治,西鉄ライオンズ,
11513807,大崎　三男,近鉄バファローズ,
11513808,岡野　久一,東京ヤクルトスワローズ,外野手
11513809,大根　晃,阪神タイガース,
11513820,門谷　昭,広島東洋カープ,
11513821,黒木　基康,横浜DeNAベイスターズ,外野手
11513822,L.ジャクソン,東京ヤクルトスワローズ,外野手
11513823,加田　次男,読売ジャイアンツ,外野手
11513824,大場　隆広,大阪近鉄バファローズ,
11513825,岩郷　泰博,読売ジャイアンツ,外野手
11513826,川畑　和人,阪急ブレーブス,
11513827,日下　正勝,横浜DeNAベイスターズ,外野手
11513828,吉良　修一,阪神タイガース,
11513829,大宮　健資,オリックス・バファローズ,外野手
11513840,J.ネトルス,福岡ソフトバンクホークス,外野手
11513841,F.カストロ,オリックス・バファローズ,外野手
11513842,W.ジェナス,埼玉西武ライオンズ,外野手
11513843,大竹　憲治,読売ジャイアンツ,外野手
11513844,柴田　民男,大洋ホエールズ,
11513845,河村　健一郎,オリックス・バファローズ,外野手
11513846,小林　晋哉,オリックス・バファローズ,外野手
11513847,鴨川　清,北海道日本ハムファイターズ,外野手
11513848,佐野　元国,読売ジャイアンツ,外野手
11513849,掛布　雅之,阪神タイガース,外野手
11513860,北　安博,北海道日本ハムファイターズ,外野手
11513861,木下　智裕,読売ジャイアンツ,
11513862,桑田　真澄,読売ジャイアンツ,
11513863,片岡　光宏,横浜ベイスターズ,
11513864,佐藤　洋,読売ジャイアンツ,外野手
11513865,菊地　恭一,横浜ベイスターズ,外野手
11513866,大川　隆哉,横浜ベイスターズ,外野手
11513867,川本　和宏,南海ホークス,
11513869,清川　栄治,広島東洋カープ,
11513880,紀田　彰一,横浜ベイスターズ,外野手
11513881,押尾　健一,東京ヤクルトスワローズ,
11513882,小石澤　浄孝,埼玉西武ライオンズ,
11513883,岡林　洋一,東京ヤクルトスワローズ,
11513884,河野　昌人,福岡ソフトバンクホークス,
11513886,木村　茂,福岡ソフトバンクホークス,
11513887,久保　充広,オリックス・バファローズ,外野手
11513888,川越　英隆,千葉ロッテマリーンズ,
11513894,野田　誠二,広島東洋カープ,外野手
11513896,後藤　次男,阪神タイガース,外野手
11513898,武末　悉昌,トンボユニオンズ,
11513899,藤野　良人,福岡ソフトバンクホークス,外野手
11515110,雄太,中日ドラゴンズ,外野手
11515111,窪田　淳,オリックス・バファローズ,
11515112,小山　桂司,東北楽天ゴールデンイーグルス,外野手
11515113,岡本　真或,埼玉西武ライオンズ,
11515114,大﨑　雄太朗,埼玉西武ライオンズ,外野手
11515115,大竹　寛,読売ジャイアンツ,
11515116,小瀬　浩之,オリックス・バファローズ,外野手
11515117,尾崎　匡哉,北海道日本ハムファイターズ,外野手
11515118,小熊　凌祐,中日ドラゴンズ,外野手
11515119,川島　亮,東京ヤクルトスワローズ,
11515130,岡本　和真,読売ジャイアンツ,外野手
11515131,岡田　俊哉,中日ドラゴンズ,外野手
11515134,笠井　崇正,横浜DeNAベイスターズ,外野手
11515135,ウーゴ,東京ヤクルトスワローズ,外野手
11515153,上田　洸太朗,中日ドラゴンズ,外野手
11613800,辻中　貞年,近鉄パールス,
11613801,阪田　正芳,阪神タイガース,外野手
11613802,浜田　耕二,オリックス・バファローズ,外野手
11613804,矢頭　高雄,千葉ロッテマリーンズ,外野手
11613805,松橋　義喜,東京ヤクルトスワローズ,外野手
11613807,Ｐ．ペイン,西鉄ライオンズ,
11613809,中野　隆夫,東映フライヤーズ,
11613823,矢野　清,オリックス・バファローズ,外野手
11613825,西田　孝之,千葉ロッテマリーンズ,外野手
11613829,山田　裕,横浜DeNAベイスターズ,外野手
11613841,矢部　祐一,読売ジャイアンツ,外野手
11613843,若松　勉,東京ヤクルトスワローズ,外野手
11613860,依田　政彦,大阪近鉄バファローズ,
11613867,良川　昌美,大阪近鉄バファローズ,
11613872,中島　治康,横浜DeNAベイスターズ,外野手
11613881,古田　敦也,東京ヤクルトスワローズ,外野手
11613882,Ｒ．ボルトン,福岡ソフトバンクホークス,
11613883,村松　有人,福岡ソフトバンクホークス,外野手
11613884,L.ゴメス,中日ドラゴンズ,外野手
11613885,森山　一人,福岡ソフトバンクホークス,外野手
11613886,Ｂ．ウィリアムズ,福岡ソフトバンクホークス,
11613887,J.トレンティーノ,埼玉西武ライオンズ,外野手
11613888,M.スミス,東京ヤクルトスワローズ,外野手
11613889,Ｄ．スコット,横浜DeNAベイスターズ,
11615110,山岸　穣,東京ヤクルトスワローズ,外野手
11615111,A.エイバッド,近鉄バファローズ,外野手
11615112,松井　光介,東京ヤクルトスワローズ,外野手
11615113,横松　寿一,広島東洋カープ,
11615114,福田　秀平,千葉ロッテマリーンズ,外野手
11615115,本柳　和也,オリックス・バファローズ,
11615116,村田　和哉,北海道日本ハムファイターズ,外野手
11615117,森岡　良介,東京ヤクルトスワローズ,外野手
11615118,細山田　武史,福岡ソフトバンクホークス,外野手
11615119,Ｔ．マウンス,東京ヤクルトスワローズ,
11615130,福田　将儀,東北楽天ゴールデンイーグルス,外野手
11615131,山本　哲哉,東京ヤクルトスワローズ,外野手
11615135,藤岡　貴裕,読売ジャイアンツ,外野手
11615137,谷内　亮太,北海道日本ハムファイターズ,外野手
11615138,福田　俊,北海道日本ハムファイターズ,外野手
11615139,陽川　尚将,埼玉西武ライオンズ,外野手
11615151,平野　大和,オリックス・バファローズ,外野手
11615153,中村　亮太,福岡ソフトバンクホークス,外野手
11713800,金具　洋右,阪急ブレーブス,
11713801,榎原　好,南海ホークス,
11713802,勝浦　将元,横浜DeNAベイスターズ,外野手
11713803,徳永　喜久夫,中日ドラゴンズ,
11713804,斎藤　良雄,東京ヤクルトスワローズ,
11713805,北川　久治,大洋松竹ロビンス,
11713806,塩津　義雄,千葉ロッテマリーンズ,外野手
11713807,神高　義幸,埼玉西武ライオンズ,外野手
11713808,瓦谷　嘉宏,近鉄バファローズ,外野手
11713809,加藤　太郎,東映フライヤーズ,
11713820,末次　利光,読売ジャイアンツ,外野手
11713821,佐々木　有三,広島東洋カープ,外野手
11713822,杉　斉英,広島東洋カープ,外野手
11713823,児玉　弘義,近鉄バファローズ,外野手
11713824,佐々木　剛,東京ヤクルトスワローズ,外野手
11713825,荻野　一雄,西鉄ライオンズ,
11713826,末永　吉幸,千葉ロッテマリーンズ,外野手
11713827,田中　調,東京ヤクルトスワローズ,
11713828,関口　穣二,東京ヤクルトスワローズ,外野手
11713829,合田　栄蔵,阪神タイガース,
11713840,村田　辰美,大洋ホエールズ,
11713841,国岡　恵治,オリックス・バファローズ,
11713842,高橋　慶彦,阪神タイガース,外野手
11713843,河埜　和正,読売ジャイアンツ,外野手
11713844,土居　正史,千葉ロッテマリーンズ,
11713845,阪田　隆,福岡ソフトバンクホークス,外野手
11713846,B.トーラン,福岡ソフトバンクホークス,外野手
11713847,谷木　恭平,中日ドラゴンズ,外野手
11713848,高柳　秀樹,福岡ソフトバンクホークス,外野手
11713849,佐藤　昭夫,オリックス・バファローズ,外野手
11713860,佐々木　誠,阪神タイガース,外野手
11713861,佐藤　滋孝,オリックス・バファローズ,外野手
11713862,芝　正,北海道日本ハムファイターズ,
11713863,鴻野　淳基,横浜ベイスターズ,外野手
11713864,竹本　修,阪急ブレーブス,
11713865,住友　一哉,阪神タイガース,
11713866,川島　堅,広島東洋カープ,
11713867,佐藤　誠一,北海道日本ハムファイターズ,
11713869,清水　信明,北海道日本ハムファイターズ,外野手
11713878,田中　成豪,広島東洋カープ,外野手
11713880,城石　憲之,東京ヤクルトスワローズ,外野手
11713881,小林　昭則,千葉ロッテマリーンズ,
11713882,髙木　大成,埼玉西武ライオンズ,外野手
11713883,湯舟　敏郎,大阪近鉄バファローズ,
11713884,佐竹　学,東北楽天ゴールデンイーグルス,外野手
11713885,作山　和英,福岡ソフトバンクホークス,
11713886,正津　英志,埼玉西武ライオンズ,
11713887,佐藤　秀樹,東京ヤクルトスワローズ,
11713888,酒井　大輔,広島東洋カープ,
11713889,白鳥　浩徳,埼玉西武ライオンズ,
11713892,白木　義一郎,阪急ブレーブス,
11713896,西江　一郎,北海道日本ハムファイターズ,外野手
11713898,林　義一,阪急ブレーブス,
11715110,小島　心二郎,広島東洋カープ,外野手
11715111,末永　真史,広島東洋カープ,外野手
11715112,河田　寿司,東北楽天ゴールデンイーグルス,外野手
11715113,狩野　恵輔,阪神タイガース,外野手
11715114,金子　洋平,北海道日本ハムファイターズ,外野手
11715118,小杉　陽太,横浜DeNAベイスターズ,外野手
11715130,金子　丈,中日ドラゴンズ,外野手
11715131,川原　弘之,福岡ソフトバンクホークス,外野手
11715133,川﨑　成晃,東京ヤクルトスワローズ,外野手
11715134,京山　将弥,横浜DeNAベイスターズ,外野手
11715135,北川　倫太郎,東北楽天ゴールデンイーグルス,外野手
11715136,蔵本　治孝,東京ヤクルトスワローズ,外野手
11715137,坂口　真規,読売ジャイアンツ,外野手
