player_id,name_ja,status,roman_skipped,roman_short,birth_date_raw,pro_debut_raw,career_raw,network
11215137,北條　史也,ok,True,F.Houjou,1994年7月29日,2012年ドラフト2位,光星学院高,0
11215138,直江　大輔,ok,True,D.Naoe,2000年6月20日,2018年ドラフト3位,松商学園高,0
11215153,佐野　如一,ok,True,Y.Sano,1998年9月2日,2020年育成選手ドラフト5位,霞ヶ浦高 - 仙台大,0
11313800,石田　泰三,ok,True,Y.Ishida,1934年6月11日,,小倉高 - 河合楽器,0
11313801,伊藤　利夫,ok,True,T.Itou,1922年5月10日,,岐阜中 - 早稲田大 - 大日本土木,0
11313802,伊藤　光四郎,ok,True,K.Itou,1937年7月28日,,大社高,0
11313803,兼吉　寛,ok,True,H.Kaneyoshi,1932年8月7日,,滝川高,0
11313804,浦田　直治,ok,True,N.Urata,1936年9月8日,,桐生高 - 大昭和製紙,0
11313805,Ｍ．オニール,ok,True,M.O'neil,1930年9月2日,,ピアーズ高,0
11313806,稲垣　忠美,ok,True,T.Inagaki,1939年10月12日,,岡崎工,0
11313807,伊奈　努,ok,True,T.Ina,1934年10月1日,,豊川高,0
11313808,今井　康夫,ok,True,Y.Imai,1935年9月8日,,鎌倉学園高 - 青山学院大,0
11313809,岩下　守道,ok,True,M.Iwashita,1931年12月9日,,小県農,0
11313820,岩木　康郎,ok,True,Y.Iwaki,1946年3月18日,,浪速高,0
11313821,大野　守,ok,True,M.Oono,1940年12月22日,,徳島商 - 日鉱日立,0
