npb_player_id,status,birth_date_raw,pro_debut_raw,career_raw
"11915112","ok","1983年9月2日","2005年大学生・社会人ドラフト7巡目","長野日大高 - 国学院大"
"11915114","ok","1985年10月7日","2006年大学生・社会人ドラフト希望枠","遊学館高 - 大阪ガス"
"11915116","ok","1985年4月20日","2007年大学生・社会人ドラフト1巡目","前橋商 - 日本大"
"11915117","ok","1980年6月5日","2002年ドラフト自由枠","横浜高 - 法政大"
"11915130","ok","1996年12月18日","2014年ドラフト5位","北照高"
"11915132","ok","1993年11月10日","2015年ドラフト2位","履正社高 - 明治大"
"11915133","ok","1986年2月24日","2010年ドラフト3位","東海大相模高 - 東海大 - 七十七銀行"
"11915134","ok","1998年5月29日","2016年ドラフト4位","日大三高"
"11915135","ok","1986年7月26日","2011年ドラフト3位","大宮武蔵野高 - 東海大北海道キャンパス - ホンダ"
"11915136","ok","1999年6月25日","2017年ドラフト5位","日大三高"
"11915137","ok","1990年5月6日","2012年ドラフト3位","岡山理大付高 - 亜細亜大"
"11915139","ok","1995年7月20日","2013年育成選手ドラフト1位","明桜高"
"11915151","ok","2001年6月28日","2019年ドラフト4位","九州学院高"
"11915153","ok","1998年4月25日","2020年ドラフト1位","慶応高 - 慶応大"
"11915155","ok","1998年10月10日","2021年ドラフト7位","角館高 - TDK"
"11915159","ok","2005年4月5日","2023年ドラフト2位","滝川二高"
"1203886","ok","1972年10月17日","1997年ドラフト3位","島原中央高 - 西濃運輸"
"1205110","ok","1983年1月13日","2004年ドラフト12巡目","桐蔭学園高 - 法政大"
"1205111","ok","1981年7月9日","1999年ドラフト5位","報徳学園高"
"1205112","ok","1983年7月8日","2005年大学生・社会人ドラフト3巡目","花咲徳栄高 - 東北福祉大"
"1205113","ok","1979年11月1日","2000年ドラフト1位","新屋高 - 川崎製鉄千葉"
"1205114","ok","1988年9月23日","2006年高校生ドラフト1巡目","愛工大名電高"
"1205115","ok","1983年9月19日","2001年ドラフト7巡目","市立船橋高"
"1205116","ok","1985年5月21日","2007年大学生・社会人ドラフト1巡目","杜若高 - 愛知工業大"
