npb_player_id,name_ja,gurazeni_id,cache,title,title_name_hint,normalized_expected,normalized_hint,status
31135133,秋山 翔吾,574,missing,,,秋山翔吾,,cache_missing
31135134,アドゥワ 誠,1413,missing,,,アドゥワ誠,,cache_missing
31235130,田中 貴也,1107,missing,,,田中貴也,,cache_missing
31235134,田中 正義,1345,missing,,,田中正義,,cache_missing
31335139,岩崎 優,919,missing,,,岩崎優,,cache_missing
31435138,野村 佑希,1652,missing,,,野村佑希,,cache_missing
31435157,奈良間 大己,2281,missing,,,奈良間大己,,cache_missing
31735157,古賀 康誠,2292,missing,,,古賀康誠,,cache_missing
31835133,柳田 悠岐,643,missing,,,柳田悠岐,,cache_missing
31835134,細川 成也,1452,missing,,,細川成也,,cache_missing
31935138,島内 颯太郎,1698,missing,,,島内颯太郎,,cache_missing
31935155,小園 健太,2107,missing,,,小園健太,,cache_missing
37035159,牧野 憲伸,2843,missing,,,牧野憲伸,,cache_missing
41145134,石垣 勝海,1481,missing,,,石垣勝海,,cache_missing
41145138,伊藤 裕季也,1680,missing,,,伊藤裕季也,,cache_missing
41145155,池田 陵真,2153,missing,,,池田陵真,,cache_missing
41345136,大竹 耕太郎,1560,missing,,,大竹耕太郎,,cache_missing
41445159,仲田 侑仁,2536,missing,,,仲田侑仁,,cache_missing
41545130,加藤 匠馬,1134,missing,,,加藤匠馬,,cache_missing
41545132,加藤 貴之,1189,missing,,,加藤貴之,,cache_missing
41645136,藤岡 裕大,1601,missing,,,藤岡裕大,,cache_missing
41745138,坂本 光士郎,1737,missing,,,坂本光士郎,,cache_missing
41745150,木下 里都,2613,missing,,,木下里都,,cache_missing
41745153,川瀬 堅斗,2054,missing,,,川瀬堅斗,,cache_missing
41845138,湯浅 京己,1651,missing,,,湯浅京己,,cache_missing
41845152,松川 玲央,2802,missing,,,松川玲央,,cache_missing
41945150,坂井 遼,2661,missing,,,坂井遼,,cache_missing
43045155,ボー・タカハシ,2225,missing,,,ボー・タカハシ,,cache_missing
43145152,山城 京平,2806,missing,,,山城京平,,cache_missing
43145153,丸山 翔大,2024,missing,,,丸山翔大,,cache_missing
43245159,Ｊ．ダウンズ,2604,missing,,,Ｊ．ダウンズ,,cache_missing
43345153,山下 舜平大,1987,missing,,,山下舜平大,,cache_missing
43345157,山田 陽翔,2295,missing,,,山田陽翔,,cache_missing
51055132,高橋 奎二,1254,missing,,,高橋奎二,,cache_missing
51055151,佐藤 一磨,1815,missing,,,佐藤一磨,,cache_missing
51155151,東妻 純平,1787,missing,,,東妻純平,,cache_missing
51255138,中川 圭太,1744,missing,,,中川圭太,,cache_missing
51255157,富田 蓮,2320,missing,,,富田蓮,,cache_missing
51355134,梅野 雄吾,1470,missing,,,梅野雄吾,,cache_missing
51355153,伊藤 大海,2026,missing,,,伊藤大海,,cache_missing
51355157,内田 湘大,2306,missing,,,内田湘大,,cache_missing
51455130,中村 奨吾,1072,missing,,,中村奨吾,,cache_missing
51555130,小野 郁,1086,missing,,,小野郁,,cache_missing
51555138,甲斐野 央,1716,missing,,,甲斐野央,,cache_missing
51655114,前田 健太,227,missing,,,前田健太,,cache_missing
51655130,藤井 皓哉,1118,missing,,,藤井皓哉,,cache_missing
51855132,増田 大輝,1275,missing,,,増田大輝,,cache_missing
51955159,佐々木 俊輔,2460,missing,,,佐々木俊輔,,cache_missing
53155138,渡邉 勇太朗,1695,missing,,,渡辺勇太朗,,cache_missing
53555153,若林 楽人,1952,missing,,,若林楽人,,cache_missing
53555155,山田 龍聖,2210,missing,,,山田龍聖,,cache_missing
53755138,Ｃ．スチュワート・ジュニア,1773,ok,カーター・スチュワート・Jr. ソフトバンク年俸・背番号推移と年度別成績・2026年各試合成績,カーター・スチュワート・Jr.,Ｃ．スチュワート・ジュニア,カーター・スチュワート・Jr.,mismatch
53955152,Ｊ．ルイーズ,2912,missing,,,Ｊ．ルイーズ,,cache_missing
57955159,早川 太貴,2645,missing,,,早川太貴,,cache_missing
61165132,阿部 寿樹,1303,missing,,,阿部寿樹,,cache_missing
61165134,石原 彪,1385,missing,,,石原彪,,cache_missing
61165139,石川 柊太,947,missing,,,石川柊太,,cache_missing
61165150,石塚 裕惺,2640,missing,,,石塚裕惺,,cache_missing
61165153,石川 達也,2012,missing,,,石川達也,,cache_missing
61265138,沼田 翔平,1667,missing,,,沼田翔平,,cache_missing
61265155,田村 俊介,2108,missing,,,田村俊介,,cache_missing
61265157,中村 貴浩,2388,missing,,,中村貴浩,,cache_missing
61365132,宇佐見 真吾,1264,missing,,,宇佐見真吾,,cache_missing
61365153,入江 大生,1963,missing,,,入江大生,,cache_missing
61465131,山田 修義,837,missing,,,山田修義,,cache_missing
61465152,花田 旭,2856,missing,,,花田旭,,cache_missing
61665130,松本 裕樹,1032,missing,,,松本裕樹,,cache_missing
61865153,細川 凌平,2015,missing,,,細川凌平,,cache_missing
61865157,松山 晋也,2343,missing,,,松山晋也,,cache_missing
63165159,宮國 凌空,2477,missing,,,宮国凌空,,cache_missing
63365152,Ｊ．キハダ,2924,missing,,,Ｊ．キハダ,,cache_missing
63365159,山田 脩也,2517,missing,,,山田脩也,,cache_missing
63565155,渡部 遼人,2212,missing,,,渡部遼人,,cache_missing
71075139,中村 祐太,913,missing,,,中村祐太,,cache_missing
71075151,佐藤 都志也,1882,missing,,,佐藤都志也,,cache_missing
71375136,遠藤 淳志,1498,missing,,,遠藤淳志,,cache_missing
71375153,伊藤 将司,2028,missing,,,伊藤将司,,cache_missing
71475132,西川 龍馬,1294,missing,,,西川龍馬,,cache_missing
71575134,拓也,1410,missing,,,拓也,,cache_missing
71875151,宮城 大弥,1835,missing,,,宮城大弥,,cache_missing
71875153,藤井 聖,2025,missing,,,藤井聖,,cache_missing
71975136,塩見 泰隆,1547,missing,,,塩見泰隆,,cache_missing
73375134,吉川 尚輝,1427,missing,,,吉川尚輝,,cache_missing
73375152,Ｊ．ウレーニャ,2893,missing,,,Ｊ．ウレーニャ,,cache_missing
81085115,中村 剛也,562,missing,,,中村剛也,,cache_missing
81185116,伊藤 光,845,missing,,,伊藤光,,cache_missing
81185139,石川 亮,935,missing,,,石川亮,,cache_missing
81285112,平野 佳寿,817,missing,,,平野佳寿,,cache_missing
81285132,中川 皓太,1262,missing,,,中川皓太,,cache_missing
81285136,中村 奨成,1494,missing,,,中村奨成,,cache_missing
81385155,岡田 悠希,2186,missing,,,岡田悠希,,cache_missing
81485159,成田 晴風,2442,missing,,,成田晴風,,cache_missing
81585151,岡林 勇希,1808,missing,,,岡林勇希,,cache_missing
81685153,長谷川 信哉,1934,missing,,,長谷川信哉,,cache_missing
81685155,福島 蓮,2253,missing,,,福島蓮,,cache_missing
81785155,古賀 悠斗,2128,missing,,,古賀悠斗,,cache_missing
81785157,坂本 拓己,2368,missing,,,坂本拓己,,cache_missing
81885150,宮崎 竜成,2630,missing,,,宮崎竜成,,cache_missing
81985135,鈴木 大地,793,missing,,,鈴木大地,,cache_missing
83185159,宮崎 一樹,2469,missing,,,宮崎一樹,,cache_missing
83385150,渡部 聖弥,2662,missing,,,渡部聖弥,,cache_missing
83785150,Ｊ．ボスラー,2750,missing,,,Ｊ．ボスラー,,cache_missing
91095134,高梨 雄平,1381,missing,,,高梨雄平,,cache_missing
91095135,高橋 周平,130,missing,,,高橋周平,,cache_missing
91095150,佐野 大陽,2637,missing,,,佐野大陽,,cache_missing
91095151,佐藤 直樹,1862,missing,,,佐藤直樹,,cache_missing
91195138,石橋 康太,1734,missing,,,石橋康太,,cache_missing
91195151,石川 昂弥,1792,missing,,,石川昂弥,,cache_missing
91295150,荘司 宏太,2649,missing,,,荘司宏太,,cache_missing
91395151,植田 将太,1884,missing,,,植田将太,,cache_missing
91395153,伊藤 優輔,2073,missing,,,伊藤優輔,,cache_missing
91495130,西野 真弘,1052,missing,,,西野真弘,,cache_missing
91495138,濱田 太貴,1736,missing,,,浜田太貴,,cache_missing
91595136,岸田 行倫,1521,missing,,,岸田行倫,,cache_missing
91595153,内山 壮真,1939,missing,,,内山壮真,,cache_missing
91695150,中村 優斗,2639,missing,,,中村優斗,,cache_missing
91795139,小林 誠司,887,missing,,,小林誠司,,cache_missing
91895138,山口 航輝,1668,missing,,,山口航輝,,cache_missing
91895157,益田 武尚,2344,missing,,,益田武尚,,cache_missing
91995134,佐野 恵太,1450,missing,,,佐野恵太,,cache_missing
91995138,杉山 一樹,1697,missing,,,杉山一樹,,cache_missing
93195132,山本 泰寛,1266,missing,,,山本泰寛,,cache_missing
93195138,渡邉 陸,1730,missing,,,渡辺陸,,cache_missing
93195150,モイセエフ ニキータ,2615,missing,,,モイセエフニキータ,,cache_missing
93195155,丸山 和郁,2174,missing,,,丸山和郁,,cache_missing
