player_id,name_ja,action,roman_short,birth_date_raw,pro_debut_raw,path
1005137,東浜　巨,updated,N.Higashihama,1990年6月20日,2012年ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1005137.json
1005138,土居　豪人,updated,H.Doi,2000年4月2日,2018年ドラフト8位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1005138.json
1005139,西原　圭大,updated,K.Nishihara,1988年9月29日,2013年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1005139.json
1005153,佐々木　健,updated,T.Sasaki,1996年5月13日,2020年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1005153.json
1005157,田中　晴也,updated,H.Tanaka,2004年6月6日,2022年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1005157.json
1005159,鈴木　叶,updated,K.Suzuki,2006年3月21日,2023年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1005159.json
11013882,平下　晃司,updated,K.Hirashita,1978年2月1日,1995年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11013882.json
11013884,濱中　治,updated,O.Hamanaka,1978年7月9日,1996年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11013884.json
11013889,的山　哲也,updated,T.Matoyama,1970年10月1日,1993年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11013889.json
11015110,手嶌　智,updated,S.Tejima,1982年6月16日,2004年ドラフト自由枠,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015110.json
11015112,高宮　和也,updated,K.Takamiya,1981年12月4日,2005年大学生・社会人ドラフト希望枠,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015112.json
11015115,辻　俊哉,updated,T.Tsuji,1979年7月14日,2001年ドラフト5巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015115.json
11015116,田中　健二朗,updated,K.Tanaka,1989年9月18日,2007年高校生ドラフト1巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015116.json
11015119,成瀬　善久,updated,Y.Naruse,1985年10月13日,2003年ドラフト6巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015119.json
11015130,瀬川　隼郎,updated,H.Segawa,1986年10月21日,2014年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015130.json
11015132,関谷　亮太,updated,R.Sekiya,1991年5月10日,2015年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015132.json
11015133,塩見　貴洋,updated,T.Shiomi,1988年9月6日,2010年ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015133.json
11015137,戸田　亮,updated,R.Toda,1988年9月4日,2012年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015137.json
11015139,東明　大貴,updated,D.Toumei,1989年6月15日,2013年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015139.json
11015155,代木　大和,updated,Y.Shiroki,2003年9月8日,2021年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11015155.json
1103882,石井　弘寿,updated,H.Ishii,1977年9月14日,1995年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1103882.json
1103883,元木　大介,updated,D.Motoki,1971年12月30日,1990年ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1103883.json
1103884,礒部　公一,updated,K.Isobe,1974年3月12日,1996年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1103884.json
1103886,井川　慶,updated,K.Igawa,1979年7月13日,1997年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1103886.json
1103888,新井　貴浩,updated,T.Arai,1977年1月30日,1998年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1103888.json
1105110,市川　卓,updated,S.Ichikawa,1986年6月7日,2004年ドラフト5巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105110.json
1105111,岩隈　久志,updated,H.Iwakuma,1981年4月12日,1999年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105111.json
1105112,新井　良太,updated,R.Arai,1983年8月16日,2005年大学生・社会人ドラフト4巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105112.json
1105113,東　和政,updated,K.Azuma,1982年6月1日,2000年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105113.json
1105115,天谷　宗一郎,updated,S.Amaya,1983年11月8日,2001年ドラフト9巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105115.json
1105117,飯田　龍一郎,updated,R.Iida,1985年3月15日,2002年ドラフト7巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105117.json
1105118,井坂　亮平,updated,R.Isaka,1984年10月19日,2008年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105118.json
1105119,稲田　直人,updated,N.Inada,1979年11月6日,2003年ドラフト5巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105119.json
1105130,飯塚　悟史,updated,S.Iizuka,1996年10月11日,2014年ドラフト7位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105130.json
1105131,荒木　貴裕,updated,T.Araki,1987年7月26日,2009年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105131.json
1105132,赤間　謙,updated,K.Akama,1990年11月14日,2015年ドラフト9位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105132.json
1105133,荒波　翔,updated,S.Aranami,1986年1月25日,2010年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105133.json
1105134,池田　隆英,updated,T.Ikeda,1994年10月1日,2016年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105134.json
1105135,石川　慎吾,updated,S.Ishikawa,1993年4月27日,2011年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105135.json
1105136,石井　将希,updated,M.Ishii,1995年7月12日,2017年育成選手ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105136.json
1105137,飯田　優也,updated,Y.Iida,1990年11月27日,2012年育成選手ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105137.json
1105138,泉　圭輔,updated,K.Izumi,1997年3月2日,2018年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105138.json
1105151,石塚　綜一郎,updated,S.Ishizuka,2001年6月7日,2019年育成選手ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105151.json
1105153,阿部　翔太,updated,S.Abe,1992年11月3日,2020年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105153.json
1105155,有薗　直輝,updated,N.Arizono,2003年5月21日,2021年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105155.json
1105159,石黒　佑弥,updated,Y.Ishiguro,2001年6月20日,2023年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_1105159.json
11213880,横山　竜士,updated,R.Yokoyama,1976年6月11日,1994年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11213880.json
11213884,三澤　興一,updated,K.Misawa,1974年6月8日,1996年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11213884.json
11213886,林　昌樹,updated,M.Hayashi,1979年11月28日,1997年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11213886.json
11213889,吉武　真太郎,updated,S.Yoshitake,1975年6月3日,1993年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11213889.json
11215110,橋本　健太郎,updated,K.Hashimoto,1980年4月28日,2004年ドラフト4巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215110.json
11215112,中谷　翼,updated,T.Nakatani,1984年9月30日,2005年育成選手ドラフト1巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215112.json
11215113,野田　浩輔,updated,K.Noda,1977年12月4日,2000年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215113.json
11215115,野中　信吾,updated,S.Nonaka,1983年9月24日,2001年ドラフト5巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215115.json
11215119,馬原　孝浩,updated,T.Mahara,1981年12月8日,2003年ドラフト自由枠,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215119.json
11215131,平井　諒,updated,R.Hirai,1991年4月23日,2009年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215131.json
11215133,弦本　悠希,updated,Y.Tsurumoto,1989年6月16日,2010年ドラフト7位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215133.json
11215135,塚田　正義,updated,M.Tsukada,1989年7月23日,2011年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215135.json
11215137,北條　史也,updated,F.Houjou,1994年7月29日,2012年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215137.json
11215138,直江　大輔,updated,D.Naoe,2000年6月20日,2018年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215138.json
11215153,佐野　如一,updated,Y.Sano,1998年9月2日,2020年育成選手ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11215153.json
11313884,岩村　明憲,updated,A.Iwamura,1979年2月9日,1996年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11313884.json
11313887,小倉　恒,updated,H.Ogura,1970年8月10日,1992年ドラフト7位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11313887.json
11313888,上原　浩治,updated,K.Uehara,1975年4月3日,1998年ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11313888.json
11313889,大村　直之,updated,N.Oomura,1976年2月13日,1993年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11313889.json
11315110,江川　智晃,updated,T.Egawa,1986年10月31日,2004年ドラフト1巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315110.json
11315112,今井　啓介,updated,K.Imai,1987年5月24日,2005年高校生ドラフト2巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315112.json
11315114,岩﨑　哲也,updated,T.Iwasaki,1982年10月13日,2006年大学生・社会人ドラフト5巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315114.json
11315116,伊藤　義弘,updated,Y.Itou,1982年6月2日,2007年大学生・社会人ドラフト4巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315116.json
11315117,伊代野　貴照,updated,T.Iyono,1980年10月29日,2002年ドラフト10巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315117.json
11315118,伊原　正樹,updated,M.Ihara,1986年11月4日,2008年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315118.json
11315131,伊東　昂大,updated,K.Itou,1991年7月25日,2009年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315131.json
11315132,綾部　翔,updated,K.Ayabe,1997年4月25日,2015年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315132.json
11315134,今井　順之助,updated,J.Imai,1998年5月25日,2016年ドラフト9位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315134.json
11315136,伊藤　翔,updated,S.Itou,1999年2月10日,2017年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315136.json
11315138,漆原　大晟,updated,T.Urushihara,1996年9月10日,2018年育成選手ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315138.json
11315139,井上　晴哉,updated,S.Inoue,1989年7月3日,2013年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11315139.json
11413888,矢野　英司,updated,E.Yano,1976年6月15日,1998年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11413888.json
11415110,MICHEAL,updated,M.Maikeru（nakamura,1976年9月6日,2004年ドラフト4巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415110.json
11415111,山北　茂利,updated,S.Yamakita,1978年1月6日,1999年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415111.json
11415112,深田　拓也,updated,T.Fukata,1983年4月23日,2005年大学生・社会人ドラフト6巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415112.json
11415113,三浦　貴,updated,T.Miura,1978年5月21日,2000年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415113.json
11415114,西川　明,updated,A.Nishikawa,1984年4月2日,2006年大学生・社会人ドラフト7巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415114.json
11415115,福川　将和,updated,M.Fukukawa,1976年12月29日,2001年ドラフト5巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415115.json
11415117,中村　泰広,updated,Y.Nakamura,1978年9月19日,2002年ドラフト4巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415117.json
11415118,野原　祐也,updated,Y.Nohara,1985年1月7日,2008年育成選手ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415118.json
11415130,中島　彰吾,updated,S.Nakashima,1992年6月15日,2014年育成選手ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415130.json
11415133,深江　真登,updated,M.Fukae,1987年9月5日,2010年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415133.json
11415135,永江　恭平,updated,K.Nagae,1993年5月7日,2011年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415135.json
11415137,美間　優槻,updated,Y.Mima,1994年5月26日,2012年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415137.json
11415138,野村　大樹,updated,D.Nomura,2000年9月10日,2018年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415138.json
11415139,萬谷　康平,updated,K.Mantani,1987年8月28日,2013年育成選手ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415139.json
11415153,田上　奏大,updated,S.Tanoue,2002年11月26日,2020年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11415153.json
11513862,桑田　真澄,updated,M.Kuwata,1968年4月1日,1985年ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11513862.json
11513888,川越　英隆,updated,H.Kawagoe,1973年6月8日,1998年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11513888.json
11515110,雄太,updated,Y.Yuudai（kawai,1980年6月17日,2004年ドラフト4巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515110.json
11515112,小山　桂司,updated,K.Oyama,1980年11月19日,2005年大学生・社会人ドラフト5巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515112.json
11515113,岡本　真或,updated,S.Okamoto,1974年10月21日,2000年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515113.json
11515114,大﨑　雄太朗,updated,Y.Oosaki,1984年10月18日,2006年大学生・社会人ドラフト6巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515114.json
11515115,大竹　寛,updated,K.Ootake,1983年5月21日,2001年ドラフト1巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515115.json
11515116,小瀬　浩之,updated,H.Oze,1985年9月2日,2007年大学生・社会人ドラフト3巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515116.json
11515117,尾崎　匡哉,updated,M.Ozaki,1984年6月2日,2002年ドラフト1巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515117.json
11515118,小熊　凌祐,updated,R.Oguma,1990年8月11日,2008年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515118.json
11515119,川島　亮,updated,R.Kawashima,1981年9月9日,2003年ドラフト自由枠,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515119.json
11515130,岡本　和真,updated,K.Okamoto,1996年6月30日,2014年ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515130.json
11515131,岡田　俊哉,updated,T.Okada,1991年12月5日,2009年ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515131.json
11515134,笠井　崇正,updated,T.Kasai,1994年8月7日,2016年育成選手ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515134.json
11515135,ウーゴ,updated,U.Uugo（kanabushi,1989年5月22日,2011年育成選手ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515135.json
11515153,上田　洸太朗,updated,K.Ueda,2002年9月6日,2020年育成選手ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11515153.json
11613881,古田　敦也,updated,A.Furuta,1965年8月6日,1989年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11613881.json
11613883,村松　有人,updated,A.Muramatsu,1972年12月12日,1990年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11613883.json
11615110,山岸　穣,updated,M.Yamagishi,1982年8月17日,2004年ドラフト4巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615110.json
11615112,松井　光介,updated,K.Matsui,1978年8月24日,2005年大学生・社会人ドラフト3巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615112.json
11615114,福田　秀平,updated,S.Fukuda,1989年2月10日,2006年高校生ドラフト1巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615114.json
11615115,本柳　和也,updated,K.Motoyanagi,1976年11月5日,2001年ドラフト9巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615115.json
11615116,村田　和哉,updated,K.Murata,1985年7月23日,2007年大学生・社会人ドラフト4巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615116.json
11615117,森岡　良介,updated,R.Morioka,1984年7月15日,2002年ドラフト1巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615117.json
11615118,細山田　武史,updated,T.Hosoyamada,1986年4月29日,2008年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615118.json
11615130,福田　将儀,updated,M.Fukuda,1992年4月17日,2014年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615130.json
11615131,山本　哲哉,updated,T.Yamamoto,1985年9月4日,2009年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615131.json
11615135,藤岡　貴裕,updated,T.Fujioka,1989年7月17日,2011年ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615135.json
11615137,谷内　亮太,updated,R.Yachi,1991年2月3日,2012年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615137.json
11615138,福田　俊,updated,S.Fukuda,1996年12月14日,2018年ドラフト7位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615138.json
11615139,陽川　尚将,updated,N.Youkawa,1991年7月17日,2013年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615139.json
11615151,平野　大和,updated,Y.Hirano,2001年8月7日,2019年育成選手ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615151.json
11615153,中村　亮太,updated,R.Nakamura,1998年5月18日,2020年育成選手ドラフト8位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11615153.json
11713880,城石　憲之,updated,N.Shiroishi,1973年4月17日,1994年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11713880.json
11713882,髙木　大成,updated,T.Takagi,1973年12月7日,1995年ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11713882.json
11713884,佐竹　学,updated,M.Satake,1974年10月27日,1996年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11713884.json
11713886,正津　英志,updated,E.Shoutsu,1972年11月13日,1997年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11713886.json
11715110,小島　心二郎,updated,S.Kojima,1982年6月11日,2004年ドラフト5巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715110.json
11715111,末永　真史,updated,M.Suenaga,1981年6月8日,1999年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715111.json
11715112,河田　寿司,updated,H.Kawata,1979年12月5日,2005年大学生・社会人ドラフト4巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715112.json
11715113,狩野　恵輔,updated,K.Kanou,1982年12月17日,2000年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715113.json
11715114,金子　洋平,updated,Y.Kaneko,1981年12月4日,2006年大学生・社会人ドラフト6巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715114.json
11715118,小杉　陽太,updated,Y.Kosugi,1985年12月8日,2008年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715118.json
11715130,金子　丈,updated,T.Kaneko,1993年2月25日,2014年ドラフト9位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715130.json
11715131,川原　弘之,updated,H.Kawahara,1991年8月23日,2009年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715131.json
11715133,川﨑　成晃,updated,N.Kawasaki,1986年3月30日,2010年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715133.json
11715134,京山　将弥,updated,M.Kyouyama,1998年7月4日,2016年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715134.json
11715135,北川　倫太郎,updated,R.Kitagawa,1993年6月21日,2011年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715135.json
11715136,蔵本　治孝,updated,H.Kuramoto,1995年5月16日,2017年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715136.json
11715137,坂口　真規,updated,M.Sakaguchi,1990年9月29日,2012年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715137.json
11715138,川原　陸,updated,R.Kawahara,2000年12月12日,2018年ドラフト5位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715138.json
11715139,岸里　亮佑,updated,R.Kishisato,1995年4月3日,2013年ドラフト7位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715139.json
11715151,小川　一平,updated,I.Ogawa,1997年6月3日,2019年ドラフト6位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11715151.json
11813881,宮地　克彦,updated,K.Miyaji,1971年8月28日,1989年ドラフト4位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11813881.json
11815110,C.ブランボー,updated,C.Brumbaugh,1974年4月21日,,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11815110.json
11815114,山田　大樹,updated,H.Yamada,1988年7月30日,2006年育成選手ドラフト1巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11815114.json
11815116,林　昌勇,updated,C.Imu,1976年6月4日,,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11815116.json
11815117,和田　毅,updated,T.Wada,1981年2月21日,2002年ドラフト自由枠,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11815117.json
11815118,山本　和作,updated,K.Yamamoto,1986年9月21日,2008年育成選手ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11815118.json
11815119,J.フェリシアーノ,updated,J.Feliciano,1980年4月6日,,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11815119.json
11815131,ジオ・アルバラード,updated,G.Alvarado,1978年1月24日,,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11815131.json
11815135,三好　匠,updated,T.Miyoshi,1993年6月7日,2011年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11815135.json
11815137,R.スピリー,updated,R.Spilborghs,1979年9月5日,,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11815137.json
11815139,L.アンダーソン,updated,L.Anderson,1982年3月30日,,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11815139.json
11913882,中村　豊,updated,Y.Nakamura,1973年4月23日,1995年ドラフト1位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11913882.json
11915110,高橋　徹,updated,T.Takahashi,1987年2月23日,2004年ドラフト3巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11915110.json
11915111,田中　賢介,updated,K.Tanaka,1981年5月20日,1999年ドラフト2位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11915111.json
11915112,佐藤　亮太,updated,R.Satou,1983年9月2日,2005年大学生・社会人ドラフト7巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11915112.json
11915114,小嶋　達也,updated,T.Kojima,1985年10月7日,2006年大学生・社会人ドラフト希望枠,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11915114.json
11915116,篠田　純平,updated,J.Shinoda,1985年4月20日,2007年大学生・社会人ドラフト1巡目,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11915116.json
11915117,G　後藤　武敏,updated,T.Gomesu,1980年6月5日,2002年ドラフト自由枠,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11915117.json
11915133,小林　敦,updated,A.Kobayashi,1986年2月24日,2010年ドラフト3位,C:\dev\TopPage\_data\derived\player_profile\merged\npb_11915133.json
