game_id,inning,top_bottom,bat_order,pitcher_id,batter_id,pitch_no,pitch_type,speed_kmh,result,zone_top_px,zone_left_px,zone_row,zone_col,zone_id
2021040034,1,表,3,2110493,2000094,5,スライダー,135,空三振,157.0,20.0,4,2,23
2021040034,1,裏,1,1900100,2103904,1,ストレート,150,ボール,148.0,11.0,4,1,22
2021040034,1,裏,1,1900100,2103904,2,ストレート,150,見逃し,118.0,22.0,3,2,18
2021040034,1,裏,1,1900100,2103904,3,チェンジアップ,138,ボール,160.0,18.0,4,2,23
2021040034,1,裏,1,1900100,2103904,4,チェンジアップ,139,三ゴロ,147.0,36.0,4,3,24
2021040034,1,裏,2,1950278,2103904,1,ストレート,150,ボール,152.0,36.0,4,3,24
2021040034,1,裏,2,1950278,2103904,2,カットボール,143,ボール,32.0,14.0,0,2,3
2021040034,1,裏,2,1950278,2103904,3,チェンジアップ,139,見逃し,111.0,67.0,3,4,20
2021040034,1,裏,2,1950278,2103904,4,ストレート,151,ボール[ワンバウンド],160.0,20.0,4,2,23
2021040034,1,裏,2,1950278,2103904,5,ストレート,,二ゴロ,33.0,40.0,0,4,5
2021040034,1,裏,3,1760551,2103904,1,ストレート,150,ボール,21.0,49.0,0,4,5
2021040034,1,裏,3,1760551,2103904,2,ストレート,151,ファウル,53.0,64.0,1,4,10
2021040034,1,裏,3,1760551,2103904,3,ナックルカーブ,132,ボール,155.0,12.0,4,1,22
